id,leadId,activityDate,activityTypeId,campaignId,primaryAttributeValueId,primaryAttributeValue,Choice Number,Device,Is Mobile Device,Link,Platform,Step ID,User Agent
46188500,1289133,2017-01-23T09:03:35Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/chuken.html,Win7,34060
46192951,1006881,2017-01-23T10:09:10Z,11,9616,13080,1701_ユーザ会シンポジウム集客.3.メール（佐伯さん）,25594,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,Win7,34170
46193325,2039000,2017-01-23T10:16:05Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46193976,2039000,2017-01-23T10:31:02Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,http://www.unirita.co.jp/wp-content/uploads/2015/03/trialguide2.pdf,Win7,21419
46194449,2039000,2017-01-23T10:41:09Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46194960,53662,2017-01-23T10:57:08Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://www.unirita.co.jp/products/mr-cio.html,Win7,28077
46195212,2039000,2017-01-23T11:04:17Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46196583,2039000,2017-01-23T11:39:28Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46196584,2039000,2017-01-23T11:39:28Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46196721,2039000,2017-01-23T11:43:22Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46200067,2092291,2017-01-23T14:35:41Z,11,9652,13133,【IS4】170123_SOL_フジ・スポーツ&フィットネス/盛實様.1.メール,26181,0,FALSE,1,http://www.unirita.co.jp/lpiswp_160806_bsol-7step-part1.html,iOS,34334
46224405,1671862,2017-01-23T23:42:11Z,11,9620,13111,1701_ユーザ会シンポジウム集客.4.メール（内堀さん）,25739,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,Win7,34189
46228883,1875137,2017-01-24T00:39:36Z,11,9480,12723,細かいオペレーションの自動化_GO.1-2.無関心,26242,0,FALSE,,http://www.unirita.co.jp/products/cost_cut/process_automation/,unknown,33610
46231613,14940,2017-01-24T01:04:07Z,11,9033,12283,IoT・ビッグデータ活用_WAAP★.1-1.無関心,25342,0,FALSE,,http://www.unirita.co.jp/data-utilization/data-analytics/20150410-2.html,Win7,31837
46233307,1016517,2017-01-24T01:31:21Z,11,9441,12731,161121_運用レスDL御礼＆SFSDLプッシュ.Thanks_運用レスDL者（特設）,24469,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/form_wpsfs.html,Win7,33475
46236282,1004252,2017-01-24T02:06:28Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,unknown,28077
46241354,1713259,2017-01-24T02:42:49Z,11,9659,13145,【IS2】170123_IN_中北薬品様.1.メール,26247,0,FALSE,,http://www.unirita.co.jp/blog/cloud-computing/becloud/20161005-2.html,Win7,34351
46259001,1019843,2017-01-24T05:01:57Z,11,9614,13074,"【セミナ】17/2/16 独断と偏見の米国最新IT動向2017セミナー.2.入力完了メール",25579,0,FALSE,,http://www.unirita.co.jp/corporate/maptokyo.html,Win7,34156
46261055,1022118,2017-01-24T05:24:15Z,11,9554,12920,【システム系部署向け】超無関心エンゲージメント.マガジン_12月号,24514,0,FALSE,,http://www.unirita.co.jp/knowledge/magazine/201612_4-5.html,Win7,33952
46262680,2093064,2017-01-24T05:40:04Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46273265,53198,2017-01-24T06:45:47Z,11,9238,12584,IoT・ビッグデータ活用_WAAP★.2-2.認知,26145,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32635
46276070,53709,2017-01-24T07:24:17Z,11,8641,11755,クラウド化再構築_エンゲージメント★.1-1.無関心,0,"Windows Desktop",FALSE,http://www.unirita.co.jp/knowledge/magazine/201510_1.html,Win7,30420,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; .NET4.0C; .NET4.0E)"
46276908,1007623,2017-01-24T07:34:34Z,11,9616,13080,1701_ユーザ会シンポジウム集客.3.メール（佐伯さん）,25594,0,FALSE,,http://www.uniritauser.jp/34symposium/index.html,Win7,34170
46279547,15368,2017-01-24T07:59:01Z,11,9056,12314,IoT・ビッグデータ活用_WAAP★.1-2.無関心,25721,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,Win7,31947
46282008,1017006,2017-01-24T08:28:30Z,11,9380,12811,"【セミナ】17/1/25 電子帳簿保存法セミナー（HISOL共催）.2.入力完了メール",22417,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,unknown,33241
46282009,1017006,2017-01-24T08:28:43Z,11,9380,12811,"【セミナ】17/1/25 電子帳簿保存法セミナー（HISOL共催）.2.入力完了メール",22417,0,FALSE,,http://www.hitachi-solutions.co.jp/company/access/map_kansai.html,unknown,33241
46283355,26214,2017-01-24T08:39:46Z,11,9380,12811,"【セミナ】17/1/25 電子帳簿保存法セミナー（HISOL共催）.2.入力完了メール",22417,0,FALSE,,http://www.hitachi-solutions.co.jp/company/access/map_kansai.html,Win7,33241
46283966,1014997,2017-01-24T08:50:07Z,11,9256,12687,【超無関心】IoT・ビッグデータ活用_エンゲージメント★.2-2.認知,25653,0,FALSE,,http://www.unirita.co.jp/products/bigdata-solutions/concept.html,Win7,32691
46285446,2039000,2017-01-24T09:20:15Z,11,1271,1287,21.【HP】LMIS体験版お申込.お客様へのメール,13944,0,FALSE,,https://login.salesforce.com/?un=eval@lmisoc.demo&pw=lmis2_demo,Win7,21419
46285618,57683,2017-01-24T09:23:06Z,11,9671,13154,【IS5】170124_情報技術開発大瀬様.1．メール,26412,0,FALSE,,http://www.unirita.co.jp/blog/cloud-computing/becloud/20160609.html,Win7,34386
46291454,1016601,2017-01-24T11:39:18Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://pages.unirita.co.jp/UnsubscribePage.html,WinVista,34060
46292267,2092291,2017-01-24T12:07:34Z,11,9652,13133,【IS4】170123_SOL_フジ・スポーツ&フィットネス/盛實様.1.メール,26181,0,FALSE,1,http://www.unirita.co.jp/lpiswp_160822_bsol-7step-part2.html,iOS,34334
46318627,1606454,2017-01-24T22:27:19Z,11,8321,11380,レポート作成工数削減_WAMQ★.1-3.無関心,26169,0,FALSE,1,http://www.unirita.co.jp/blog/data-utilization/data-analytics/20160310.html,Android,28077
46322822,52693,2017-01-25T00:33:47Z,11,8001,10248,"【事業部系向け】超無関心エンゲージメント.●無関心（デジタルビジネスVol1 SOL）",0,PC,FALSE,http://www.unirita.co.jp/products/digital_business/management/,Win7,26884,"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MALCJS; rv:11.0) like Gecko"
46323566,2095354,2017-01-25T00:42:00Z,11,9442,12485,161121_運用レスDL御礼＆SFSDLプッシュ.Thanks_運用レスDL者（ITproactive）,24470,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/form_wpsfs.html,Win7,33478
46323567,2095354,2017-01-25T00:42:59Z,11,9442,12485,161121_運用レスDL御礼＆SFSDLプッシュ.Thanks_運用レスDL者（ITproactive）,24470,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/form_wpsfs.html,Win7,33478
46324823,2095354,2017-01-25T00:53:39Z,11,9644,13121,【IS1】170120_石原産業株式会社_明田様.1．メール,25911,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/cmp_wpunyoless.html,Win7,34290
46325621,2095354,2017-01-25T01:04:14Z,11,9644,13121,【IS1】170120_石原産業株式会社_明田様.1．メール,25911,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/cmp_wpbpm.html,Win7,34290
46325707,2095354,2017-01-25T01:05:43Z,11,9644,13121,【IS1】170120_石原産業株式会社_明田様.1．メール,25911,0,FALSE,,http://www.unirita.co.jp/itsyourturn/,Win7,34290
46327631,1671719,2017-01-25T01:27:31Z,11,8706,11811,クラウド化再構築_エンゲージメント★.2-1.認知興味関心,23409,0,FALSE,,http://www.unirita.co.jp/products/operational_efficiency/etl_datatransfer/,Win7,30689
46327723,1671719,2017-01-25T01:27:10Z,11,8706,11811,クラウド化再構築_エンゲージメント★.2-1.認知興味関心,23409,0,FALSE,,http://www.unirita.co.jp/products/cloud/cloudservice_concept/,Win7,30689
46331361,46265,2017-01-25T01:30:14Z,11,9667,13151,【IS5】170124_GMB照井様.1．メール,26411,0,FALSE,,http://www.unirita.co.jp/itsyourturn/download/,unknown,34378
46334360,2096387,2017-01-25T02:00:19Z,11,8052,11031,LMIS体験版スタートアップガイドメール.3.メール,26420,0,FALSE,,http://www.unirita.co.jp/wp-content/uploads/2016/08/lmis_eBook2_160818.pdf,Win7,27219
46334669,2096387,2017-01-25T02:06:33Z,11,8052,11031,LMIS体験版スタートアップガイドメール.3.メール,26420,0,FALSE,,http://www.unirita.co.jp/wp-content/uploads/2015/10/itsm_wp_A4_151029.pdf,Win7,27219
46334731,2096387,2017-01-25T02:06:33Z,11,8052,11031,LMIS体験版スタートアップガイドメール.3.メール,26420,0,FALSE,,http://www.unirita.co.jp/wp-content/uploads/2015/10/itsm_wp_A4_151029.pdf,Win7,27219
46337503,52693,2017-01-25T02:38:03Z,11,8001,10248,"【事業部系向け】超無関心エンゲージメント.●無関心（デジタルビジネスVol1 SOL）",0,PC,FALSE,http://www.unirita.co.jp/products/digital_business/management/,Win7,26884,"Mozilla/5.0 (Windows NT 6.1; Trident/7.0; MALCJS; rv:11.0) like Gecko"
46339456,46564,2017-01-25T02:59:21Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/leader.html,Win7,34060
46345173,1289133,2017-01-25T04:34:12Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/chuken.html,Win7,34060
46346977,1289133,2017-01-25T04:56:13Z,11,9587,13044,1701_有償教育案内.メール1,25214,0,FALSE,,http://www.bspsol.com/seminar/chuken.html,Win7,34060
